img_file,lefteye_x,lefteye_y,righteye_x,righteye_y,nose_x,nose_y,leftmouth_x,leftmouth_y,rightmouth_x,rightmouth_y,celeb_orig,celeb
004377.png,70,109,105,112,80,139,77,150,103,156,2441,1320
004378.png,68,112,109,111,89,140,66,151,110,151,6440,3467
004379.png,71,111,106,110,87,130,73,154,104,154,29,21
004380.png,69,111,108,111,92,135,71,151,105,152,3876,2078
004381.png,71,111,107,110,81,135,75,153,101,153,4509,2410
004382.png,69,111,107,111,90,131,71,152,107,152,2092,1138
004383.png,67,111,109,113,86,143,70,151,108,150,963,545
004384.png,69,112,108,111,86,139,71,153,105,151,4867,2589
004385.png,69,112,109,111,90,129,69,152,106,151,5351,2866
004386.png,69,112,108,111,89,136,73,152,103,152,6556,3531
004387.png,69,112,109,111,90,138,68,151,108,152,6016,3241
004388.png,70,110,106,111,86,135,73,153,104,154,2349,1274
004389.png,70,111,107,111,84,130,73,153,103,153,4666,2486
004390.png,71,111,107,110,92,134,75,153,101,153,2880,1540
004391.png,69,111,107,111,90,132,71,152,106,153,741,423
004392.png,69,112,109,111,88,137,71,152,105,151,8746,4719
004393.png,68,112,109,111,89,135,67,151,109,152,5904,3181
004394.png,70,112,108,110,87,129,70,152,105,152,7051,3786
004395.png,66,113,111,112,86,142,66,149,110,150,9174,4949
004396.png,68,112,109,111,86,132,67,152,109,151,6256,3370
004397.png,69,112,108,111,93,134,70,152,107,152,7254,3895
004398.png,68,112,110,112,90,140,66,150,111,151,1023,575
004399.png,70,111,107,111,90,133,70,151,108,154,2267,1235
004400.png,67,112,110,112,87,138,64,151,112,150,9184,4956
004401.png,71,112,107,110,98,133,75,153,100,153,8198,4412
004402.png,70,108,104,113,74,147,70,149,111,159,1735,952
004403.png,70,111,107,111,89,131,73,153,104,152,2703,1443
004404.png,68,111,109,112,89,135,67,152,110,151,5452,2919
004405.png,66,113,111,112,90,141,64,149,112,150,4972,2655
004406.png,68,111,108,112,86,129,71,151,107,152,10011,5333
004407.png,69,112,109,111,82,132,71,151,105,152,1940,1056
004408.png,70,111,107,111,90,130,72,153,105,153,4120,2194
004409.png,69,112,109,111,88,130,73,152,103,151,976,555
004410.png,68,111,108,112,89,142,72,152,105,151,1427,786
004411.png,67,114,111,112,94,140,67,149,108,149,2814,1508
004412.png,73,109,104,110,75,135,77,155,101,155,3407,1828
004413.png,69,111,108,111,90,134,70,152,107,151,2548,1375
004414.png,70,110,107,111,88,139,73,154,104,152,7522,4046
004415.png,67,112,110,112,87,130,64,151,113,150,2191,1183
004416.png,72,110,105,110,74,131,73,153,103,155,1447,798
004417.png,70,111,107,111,87,139,73,153,104,152,6523,3511
004418.png,68,111,109,113,85,137,69,150,110,152,669,384
004419.png,68,111,108,113,94,134,71,151,108,152,2660,1420
004420.png,68,111,109,112,79,139,68,149,110,153,1584,877
004421.png,69,112,108,112,92,129,69,151,108,151,6379,3436
004422.png,70,112,108,111,86,136,70,152,106,152,6764,3645
004423.png,68,111,108,112,86,140,71,153,107,150,2414,1305
004424.png,68,111,109,112,89,136,67,151,111,151,9797,5228
004425.png,69,112,109,111,85,134,71,151,105,151,4893,2606
004426.png,69,111,108,112,83,136,69,150,109,153,5071,2710
004427.png,69,112,108,111,87,140,71,152,105,151,4327,2313
004428.png,67,112,110,113,87,135,67,150,111,149,8400,4533
004429.png,69,111,108,111,87,125,70,150,107,153,6446,3471
004430.png,68,112,109,112,84,138,69,151,108,150,2220,1202
004431.png,69,112,108,111,83,124,76,150,100,154,231,140
004432.png,72,111,106,110,87,129,73,154,103,154,1554,857
004433.png,68,110,108,113,96,132,72,151,107,152,2291,1243
004434.png,70,111,108,111,89,132,72,153,104,152,6085,3280
004435.png,68,111,108,112,82,140,69,150,109,152,438,259
004436.png,69,111,108,112,89,134,71,151,106,152,1958,1069
004437.png,70,111,107,111,87,135,75,153,102,152,438,259
004438.png,69,112,109,111,89,135,70,150,105,153,6073,3275
004439.png,72,109,104,110,104,137,76,155,102,155,1742,956
004440.png,70,111,107,110,86,136,73,153,103,153,7586,4084
004441.png,71,110,106,110,88,133,74,154,103,154,1255,689
004442.png,69,111,108,112,89,132,74,151,104,153,7271,3906
004443.png,69,112,108,111,87,136,74,152,103,152,2891,1545
004444.png,70,110,107,111,85,131,69,152,108,154,1480,814
004445.png,69,112,109,111,90,136,71,152,105,151,7494,4031
004446.png,71,109,105,111,70,129,71,155,108,153,6930,3727
004447.png,69,111,108,111,84,140,67,151,109,153,833,464
004448.png,69,111,108,112,86,132,73,152,105,151,7915,4259
004449.png,69,111,108,111,88,130,71,152,106,152,6662,3591
004450.png,72,110,105,110,88,135,75,155,103,154,9015,4876
004451.png,70,111,107,111,87,135,77,153,100,152,8474,4577
004452.png,70,110,106,111,81,131,78,152,100,154,9802,5229
004453.png,70,112,108,111,99,136,68,153,108,152,8290,4466
004454.png,70,111,107,111,85,131,76,154,101,152,3191,1718
004455.png,69,111,108,112,90,133,69,152,108,152,3038,1633
004456.png,70,111,107,111,90,135,72,153,105,152,8478,4578
004457.png,68,112,109,112,88,127,71,149,107,152,7452,4012
004458.png,68,111,109,113,81,140,70,151,108,151,486,283
004459.png,69,111,108,111,89,128,73,153,103,152,9808,5231
004460.png,70,111,107,111,87,135,76,153,101,153,9516,5090
004461.png,68,111,109,112,86,133,68,151,109,151,1686,927
004462.png,69,112,109,111,94,137,71,151,105,152,6500,3498
004463.png,69,111,108,111,83,136,70,151,107,153,1848,1013
004464.png,69,112,109,111,87,136,66,151,110,152,3671,1969
004465.png,69,112,109,111,94,136,72,153,105,150,2339,1270
004466.png,70,111,107,111,89,136,70,153,106,152,75,48
004467.png,74,111,104,108,101,133,76,158,98,154,6136,3308
004468.png,70,112,108,110,94,138,69,152,106,152,3184,1714
004469.png,69,112,108,111,88,134,73,152,103,152,7680,4131
004470.png,69,111,108,111,87,135,71,153,105,151,3119,1673
004471.png,70,111,107,110,88,132,73,153,103,153,5769,3112
004472.png,68,112,109,111,88,132,69,151,107,152,7756,4173
004473.png,71,112,107,109,82,128,72,154,102,152,4859,2584
004474.png,71,110,106,111,99,134,73,154,104,153,9703,5177
004475.png,66,111,109,113,82,140,70,150,109,150,5344,2861
004476.png,69,111,108,111,89,139,70,151,107,153,693,402
004477.png,72,111,106,109,98,134,76,154,99,155,8617,4649
004478.png,69,113,109,111,82,127,71,151,104,152,1523,840
004479.png,69,111,108,112,90,138,75,152,103,151,958,543
004480.png,68,111,109,112,85,139,68,151,109,152,4598,2456
004481.png,71,111,106,110,93,136,72,154,103,153,3001,1609
004482.png,69,111,108,111,88,136,69,151,108,152,2146,1163
004483.png,69,110,107,112,81,137,68,151,111,153,7066,3793
004484.png,69,111,108,111,86,134,72,152,105,153,6684,3604
004485.png,70,111,108,111,91,130,73,152,104,152,5559,2985
004486.png,70,112,108,110,83,134,72,151,103,154,8826,4761
004487.png,68,112,109,112,84,138,71,151,105,151,659,379
004488.png,71,112,107,110,90,137,74,153,101,153,23,15
004489.png,70,111,107,111,79,132,76,152,101,153,4380,2341
004490.png,68,113,110,111,90,139,67,151,108,151,8398,4531
004491.png,69,112,108,111,89,136,72,152,104,153,5288,2829
004492.png,69,111,108,111,84,138,72,152,105,152,9975,5314
004493.png,70,111,107,110,87,132,74,153,102,153,8474,4577
004494.png,69,112,109,111,95,138,66,151,110,152,6347,3413
004495.png,68,112,109,112,84,136,68,150,109,151,304,181
004496.png,69,112,109,111,91,142,68,152,109,151,5205,2789
004497.png,68,112,109,112,84,133,68,151,109,151,578,334
004498.png,72,110,105,110,87,135,78,154,99,155,8060,4340
004499.png,74,111,104,108,79,126,77,157,97,154,8444,4561
004500.png,70,110,106,111,95,134,76,154,102,153,3139,1686
004501.png,70,111,107,111,90,132,76,153,102,152,10159,5414
004502.png,70,111,107,111,88,136,73,153,104,152,798,443
004503.png,73,110,105,109,79,132,74,156,102,154,4496,2402
004504.png,68,112,109,111,92,141,70,151,107,151,6458,3477
004505.png,69,112,108,111,95,137,67,152,109,152,10023,5342
004506.png,71,112,108,109,95,134,72,153,102,153,1,0
004507.png,70,112,108,111,87,129,72,153,104,151,7408,3988
004508.png,71,108,105,112,100,130,76,153,105,155,1301,715
004509.png,67,112,110,112,84,141,67,150,110,150,6631,3574
004510.png,71,111,106,110,89,128,76,153,101,154,3618,1945
004511.png,69,112,108,111,86,138,71,152,105,152,6679,3599
004512.png,69,111,108,112,90,130,72,151,106,152,3467,1866
004513.png,68,112,109,112,91,137,74,152,103,151,6906,3714
004514.png,70,110,106,112,76,137,75,153,104,153,7138,3833
004515.png,68,112,109,112,96,135,69,150,107,152,8865,4788
004516.png,71,109,105,112,99,135,75,153,104,155,230,139
004517.png,67,112,110,112,86,135,69,151,109,150,6465,3482
004518.png,70,110,106,112,83,134,77,153,102,153,684,396
004519.png,71,109,104,112,94,132,78,154,102,154,8299,4471
004520.png,68,112,109,112,88,138,71,151,107,151,2235,1211
004521.png,69,112,108,111,87,132,69,151,108,153,2488,1342
004522.png,69,111,107,111,89,135,74,153,103,152,8761,4729
004523.png,68,113,110,111,93,139,72,153,104,149,7999,4307
004524.png,70,110,106,111,91,133,72,153,106,153,2579,1387
004525.png,67,111,109,113,85,138,69,150,109,151,3531,1903
004526.png,68,112,109,112,87,136,70,150,107,151,583,336
004527.png,72,111,106,109,78,135,71,154,104,154,3052,1642
004528.png,70,111,107,111,81,141,74,153,104,152,8221,4426
004529.png,68,112,109,112,80,140,73,150,104,152,445,262
004530.png,68,113,110,111,96,144,67,152,108,149,2558,1378
004531.png,73,109,104,110,71,138,71,154,107,156,3413,1832
004532.png,69,111,107,112,86,129,73,153,105,152,827,461
004533.png,69,113,110,110,96,139,65,153,109,149,5198,2782
004534.png,70,111,107,111,86,134,72,152,105,153,5193,2778
004535.png,68,112,109,111,91,139,70,152,106,151,6364,3426
004536.png,69,111,108,112,89,137,72,153,106,151,4392,2346
004537.png,69,112,109,111,92,140,68,152,107,151,5744,3096
004538.png,69,111,107,111,90,137,74,153,104,152,20,12
004539.png,68,111,109,112,82,142,72,148,106,154,778,435
004540.png,68,111,109,112,82,140,68,150,110,151,6630,3573
004541.png,72,110,105,110,91,132,74,154,102,154,5846,3156
004542.png,69,110,107,112,92,132,73,152,105,152,4031,2157
004543.png,69,112,109,110,93,140,71,154,104,150,8721,4704
004544.png,71,111,106,111,90,135,72,154,104,153,4416,2363
004545.png,71,109,105,111,91,136,76,154,103,153,3951,2115
004546.png,68,112,109,112,82,134,65,151,112,150,3013,1616
004547.png,66,112,110,113,90,131,77,149,101,150,9435,5056
004548.png,70,111,107,111,90,136,74,153,103,152,2683,1433
004549.png,70,112,108,110,85,129,76,153,99,153,6023,3246
004550.png,71,111,106,110,89,132,74,154,102,153,2406,1300
004551.png,69,111,108,111,83,137,69,151,108,152,10086,5377
004552.png,71,111,107,110,87,134,74,153,102,153,2214,1197
004553.png,71,110,106,110,97,137,74,154,102,153,2796,1497
004554.png,69,112,109,111,90,136,68,152,108,151,5254,2816
004555.png,68,111,108,112,77,134,70,151,108,152,6279,3380
004556.png,71,110,106,111,78,136,73,151,104,156,79,50
004557.png,67,113,111,112,94,140,65,150,110,150,2559,1379
004558.png,69,111,108,111,78,136,72,152,106,152,1815,993
004559.png,74,111,105,108,71,133,74,157,99,154,5630,3026
004560.png,68,112,109,112,90,135,71,151,106,151,879,491
004561.png,68,112,109,112,91,135,73,150,104,151,6932,3729
004562.png,71,111,107,110,88,136,72,153,104,154,3278,1757
004563.png,68,112,109,112,90,137,71,151,106,151,8424,4545
004564.png,69,110,108,112,81,136,71,151,107,152,2800,1499
004565.png,70,111,107,111,89,129,77,153,100,152,5549,2978
004566.png,69,112,109,111,86,134,72,151,104,152,5142,2748
004567.png,70,111,107,111,93,131,74,153,102,153,4157,2218
004568.png,71,111,107,110,93,135,73,153,103,153,21,13
004569.png,70,112,107,110,88,126,74,153,102,152,2807,1503
004570.png,70,111,107,111,87,137,71,154,105,152,5130,2742
004571.png,69,110,107,112,73,141,67,149,112,155,8818,4756
004572.png,68,112,109,111,89,135,66,151,109,150,9201,4966
004573.png,68,110,108,113,80,141,68,150,111,152,1648,909
004574.png,69,112,108,111,94,137,72,152,104,152,8471,4574
004575.png,70,113,109,110,102,133,65,153,109,150,7636,4112
004576.png,71,109,104,112,101,133,77,157,102,152,5911,3184
004577.png,69,111,107,111,94,138,72,153,105,152,4982,2661
004578.png,68,111,108,112,78,137,73,151,105,152,2955,1584
004579.png,70,111,107,111,89,132,73,153,103,153,8172,4399
004580.png,70,109,106,112,84,142,72,151,107,154,3066,1649
004581.png,69,113,110,110,96,143,67,154,107,149,524,307
004582.png,67,112,109,112,88,134,68,151,110,150,2920,1563
004583.png,68,111,108,112,90,133,69,152,108,151,779,436
004584.png,68,111,108,113,88,141,73,151,106,151,7237,3887
004585.png,70,111,107,111,83,138,74,153,103,153,1890,1038
004586.png,70,110,107,112,91,132,74,153,104,152,9457,5068
004587.png,70,110,106,111,88,134,76,154,102,153,3477,1874
004588.png,70,111,107,111,88,140,73,153,104,152,7513,4041
004589.png,69,111,107,111,78,132,75,152,102,152,8934,4828
004590.png,71,111,106,110,80,135,74,156,103,152,598,349
004591.png,68,112,109,112,91,139,71,151,106,151,5529,2965
004592.png,70,111,107,111,90,136,72,153,105,153,8783,4739
004593.png,69,112,108,111,88,125,74,151,103,152,231,140
004594.png,69,112,109,111,87,134,67,151,109,152,9770,5209
004595.png,70,110,107,111,93,133,76,153,102,152,7353,3955
004596.png,68,112,109,111,88,126,73,150,103,152,2294,1245
004597.png,68,112,109,112,85,144,66,150,111,151,881,492
004598.png,69,111,108,111,89,131,71,152,106,152,8170,4398
004599.png,71,112,107,110,84,123,69,153,106,153,3017,1619
004600.png,69,112,109,111,89,137,73,151,103,152,5203,2787
004601.png,69,111,107,111,81,135,71,151,106,153,6876,3697
004602.png,69,113,110,110,102,131,63,151,111,151,1564,863
004603.png,68,110,108,113,76,134,68,151,111,152,9423,5054
004604.png,70,111,107,111,86,131,69,152,108,153,8343,4496
004605.png,67,112,109,112,90,135,69,151,109,150,7408,3988
004606.png,70,110,106,111,80,137,74,152,103,154,6355,3420
004607.png,72,112,107,108,77,127,73,155,100,153,2782,1491
004608.png,68,110,108,113,82,140,64,150,115,152,3327,1785
004609.png,67,113,111,112,88,137,68,150,108,149,7725,4155
004610.png,69,111,107,112,89,127,76,152,102,153,2791,1493
004611.png,70,110,106,111,92,138,71,153,107,154,1553,856
004612.png,70,112,107,110,91,140,72,152,103,153,8592,4636
004613.png,73,109,104,110,79,133,76,155,101,156,6136,3308
004614.png,71,110,106,110,90,137,74,153,103,154,4305,2299
004615.png,74,113,106,107,75,129,74,156,98,154,4922,2624
004616.png,71,110,106,111,96,132,74,153,103,154,6578,3548
004617.png,73,111,105,108,99,126,74,157,101,153,5564,2988
004618.png,68,110,108,112,91,124,75,150,103,153,8020,4316
004619.png,68,112,109,112,88,136,69,150,109,151,595,346
004620.png,69,111,108,111,89,132,72,151,104,153,4659,2483
004621.png,68,111,109,112,87,134,68,150,110,152,4464,2391
004622.png,71,111,106,110,69,133,73,152,103,155,9530,5098
004623.png,69,111,107,111,88,134,69,152,107,153,7204,3871
004624.png,68,113,110,111,87,135,72,150,104,151,4798,2553
004625.png,69,111,107,112,81,133,68,152,109,153,6054,3263
004626.png,69,110,107,113,97,119,70,151,109,154,1354,743
004627.png,67,112,110,112,96,133,68,151,109,149,4161,2220
004628.png,68,108,106,114,75,143,74,148,109,156,4294,2290
004629.png,69,112,108,112,85,136,69,151,108,151,7423,3996
004630.png,69,111,108,111,83,134,72,153,105,151,4642,2477
004631.png,68,112,110,112,94,139,67,149,110,152,7782,4187
004632.png,70,111,107,110,87,129,74,153,102,153,301,178
004633.png,69,112,108,111,85,135,73,151,104,152,3021,1622
004634.png,68,111,108,112,82,139,67,151,110,152,8342,4495
004635.png,70,110,106,111,79,135,69,152,108,154,5107,2729
004636.png,69,112,108,111,85,130,71,151,105,153,4910,2615
004637.png,71,109,105,111,79,134,76,153,102,155,2019,1101
004638.png,69,112,109,111,89,136,67,152,109,151,593,344
004639.png,69,111,107,112,88,134,72,151,106,153,9588,5123
004640.png,69,112,108,112,94,136,73,152,104,151,2292,1244
004641.png,69,111,108,111,83,134,77,152,100,152,2867,1532
004642.png,70,110,106,111,91,135,72,154,105,152,2106,1145
004643.png,67,113,111,112,89,142,67,149,109,150,83,53
004644.png,70,112,108,110,88,133,74,153,102,152,1923,1048
004645.png,67,112,110,112,91,138,65,151,112,150,1128,628
004646.png,69,112,108,111,89,137,71,150,105,153,3177,1710
004647.png,69,111,108,112,91,137,71,152,106,151,6453,3474
004648.png,70,111,107,111,77,137,73,151,104,154,6877,3698
004649.png,68,112,109,111,91,140,64,152,111,150,2454,1329
004650.png,70,110,107,111,87,139,76,154,102,152,9513,5088
004651.png,69,111,108,111,90,134,70,152,107,153,8735,4711
004652.png,68,111,109,112,94,130,70,151,108,151,6,4
004653.png,71,111,107,110,87,132,71,154,105,153,1228,680
004654.png,74,110,104,109,104,131,75,157,101,155,2929,1568
004655.png,68,111,109,112,89,138,69,151,109,151,9836,5244
004656.png,68,112,109,112,91,134,69,151,108,151,1711,939
004657.png,70,111,107,111,85,136,74,153,103,153,10100,5385
004658.png,70,111,107,111,83,133,74,151,103,155,6288,3384
004659.png,70,110,106,111,80,138,75,153,103,154,2472,1335
004660.png,67,112,109,112,96,137,68,151,109,150,6704,3614
004661.png,68,110,107,113,92,129,75,152,104,151,2082,1132
004662.png,68,111,108,112,89,135,69,150,109,152,4622,2464
004663.png,71,111,106,111,93,137,73,153,104,154,3413,1832
004664.png,70,110,107,111,83,141,73,153,105,153,9033,4887
004665.png,69,111,108,111,84,138,68,152,109,152,710,412
004666.png,71,111,106,110,95,140,72,154,104,153,1337,733
004667.png,69,111,107,111,90,133,74,153,104,152,865,482
004668.png,67,110,108,113,78,136,67,151,113,151,7399,3980
004669.png,71,112,107,110,76,133,72,153,103,153,3511,1891
004670.png,71,112,107,110,87,134,72,152,102,153,4847,2576
004671.png,67,112,109,112,80,138,67,150,110,151,1990,1089
004672.png,72,111,105,109,79,129,75,154,100,155,4433,2374
004673.png,73,110,104,110,100,130,75,156,102,155,7076,3800
004674.png,69,110,107,112,92,137,75,152,105,153,973,552
004675.png,68,111,108,112,86,136,70,149,108,153,9036,4889
004676.png,69,112,109,111,87,136,70,151,106,152,9818,5238
004677.png,68,111,109,113,90,134,65,151,113,151,8326,4484
004678.png,68,112,109,111,89,138,66,151,110,151,4666,2486
004679.png,70,111,107,111,88,135,71,152,105,153,5345,2862
004680.png,69,111,108,111,92,129,74,152,103,152,7007,3763
004681.png,70,110,106,111,98,127,72,153,106,154,6693,3608
004682.png,67,112,110,112,92,142,71,151,106,150,9240,4986
004683.png,75,111,104,107,76,131,75,157,97,155,43,30
004684.png,69,111,108,112,84,139,72,151,106,152,5147,2753
004685.png,67,111,109,113,84,141,67,149,112,152,6045,3259
004686.png,68,110,108,113,75,135,69,150,110,152,2243,1218
004687.png,71,113,108,109,94,142,65,154,108,152,1557,859
004688.png,72,109,105,110,98,131,77,155,101,155,7458,4013
004689.png,69,112,109,111,89,142,72,152,103,151,1439,793
004690.png,68,113,109,111,95,141,64,152,111,150,674,388
004691.png,71,112,108,109,92,143,69,154,106,151,7445,4007
004692.png,69,112,109,111,90,134,71,152,106,151,7774,4182
004693.png,70,113,108,110,95,137,69,152,105,152,1146,634
004694.png,70,111,107,111,92,134,70,153,108,153,2146,1163
004695.png,68,112,109,111,94,138,68,152,107,150,8637,4658
004696.png,71,110,105,111,85,135,74,154,104,154,7767,4178
004697.png,67,112,110,112,88,138,67,149,110,151,1137,632
004698.png,68,112,109,112,91,133,68,150,108,151,6298,3389
004699.png,69,111,108,111,89,137,69,152,109,152,7747,4167
004700.png,68,113,110,111,92,136,70,151,105,151,2262,1232
004701.png,68,111,108,112,82,135,71,150,107,153,3401,1823
004702.png,69,114,110,110,101,144,68,154,106,149,1695,931
004703.png,69,111,108,111,90,133,71,152,106,151,6352,3417
004704.png,68,112,109,111,88,125,71,152,105,150,7788,4192
004705.png,69,112,108,110,95,135,68,153,107,151,8658,4671
004706.png,69,112,108,111,88,129,71,152,105,152,7543,4060
004707.png,68,111,108,112,93,137,70,150,107,152,9551,5109
004708.png,73,111,105,108,74,131,75,156,99,154,4045,2162
004709.png,70,112,108,110,79,132,70,153,105,152,2251,1223
004710.png,70,110,107,111,88,134,75,152,103,153,7302,3926
004711.png,69,111,107,112,93,138,72,152,106,152,3708,1987
004712.png,67,112,110,112,90,136,66,150,111,151,340,202
004713.png,69,111,108,112,88,137,73,151,105,153,10073,5369
004714.png,72,110,105,110,101,131,77,155,101,155,3969,2126
004715.png,70,111,107,110,89,137,73,152,103,153,9477,5078
004716.png,70,111,107,110,80,131,72,153,104,153,4003,2145
004717.png,70,110,107,112,79,132,67,151,112,154,5165,2763
004718.png,68,112,109,111,86,134,69,151,107,152,591,343
004719.png,69,113,109,110,94,139,70,152,104,151,8976,4855
004720.png,70,112,108,111,81,132,73,153,103,152,3651,1961
004721.png,68,112,109,112,85,138,69,151,108,151,9940,5296
004722.png,68,113,110,111,82,128,67,150,108,151,6485,3492
004723.png,70,110,107,111,96,132,73,153,105,153,4578,2445
004724.png,69,111,108,112,89,129,73,151,105,152,9615,5139
004725.png,71,111,106,110,76,136,75,153,102,155,5630,3026
004726.png,68,112,109,112,85,137,69,151,108,151,2855,1522
004727.png,67,111,109,113,87,142,71,150,107,151,7512,4040
004728.png,72,109,104,111,101,136,75,155,103,155,7726,4156
004729.png,71,111,106,110,95,134,73,152,104,154,6917,3719
004730.png,68,111,109,112,80,138,67,149,111,153,9646,5152
004731.png,69,111,108,111,86,137,68,151,109,152,8461,4568
004732.png,69,113,109,111,91,137,71,152,104,151,7237,3887
004733.png,68,112,109,112,88,135,71,151,106,151,8203,4416
004734.png,68,112,109,112,91,126,68,151,109,151,1450,800
004735.png,68,111,108,112,86,142,74,152,104,151,8230,4433
004736.png,71,110,106,111,91,131,74,153,103,153,9100,4921
004737.png,68,111,109,112,90,134,74,151,103,152,760,430
004738.png,68,112,110,112,91,137,71,151,105,151,8725,4707
004739.png,70,112,108,110,80,131,73,152,103,152,7426,3998
004740.png,69,111,108,112,80,136,72,152,105,152,4333,2316
004741.png,69,113,110,110,99,133,68,152,106,149,9177,4951
004742.png,69,110,107,112,96,129,71,153,107,152,3780,2026
004743.png,70,111,107,111,87,135,73,152,104,154,10168,5423
004744.png,69,111,107,112,94,134,69,152,109,152,3896,2088
004745.png,68,111,109,112,89,138,71,151,107,151,7367,3965
004746.png,69,110,107,112,87,139,72,152,107,152,3562,1920
004747.png,69,111,107,111,82,136,73,153,105,152,3928,2104
004748.png,71,111,106,110,75,131,75,154,101,153,1862,1022
004749.png,70,112,107,110,94,141,72,154,103,152,6486,3493
004750.png,69,112,109,111,92,134,67,152,110,151,6088,3282
004751.png,70,110,107,112,91,135,74,154,104,151,4338,2320
004752.png,70,111,108,111,97,143,74,153,102,152,1606,888
004753.png,69,111,108,112,88,141,71,153,107,151,4735,2519
004754.png,70,110,106,111,74,137,73,151,105,155,731,419
004755.png,71,111,106,110,99,135,73,154,104,153,4577,2444
004756.png,75,109,102,108,113,132,73,158,104,157,2578,1386
004757.png,68,112,109,112,89,131,71,150,106,151,266,161
004758.png,72,110,105,110,97,132,75,155,102,154,7158,3842
004759.png,69,112,108,112,91,132,71,151,106,152,1763,969
004760.png,69,111,107,111,90,136,71,153,106,152,4625,2466
004761.png,68,112,109,112,88,136,73,151,104,151,66,43
004762.png,69,111,108,111,86,133,70,152,107,152,9547,5107
004763.png,69,110,107,112,95,134,73,153,105,153,4693,2496
004764.png,70,111,107,111,89,134,71,152,106,153,8461,4568
004765.png,67,112,109,112,86,136,68,150,110,151,4250,2267
004766.png,69,110,107,112,98,133,74,152,105,153,5068,2708
004767.png,69,112,109,111,94,138,72,153,104,150,8230,4433
004768.png,71,111,106,110,78,138,75,154,101,153,4948,2639
004769.png,69,111,107,111,88,132,72,152,106,153,4955,2645
004770.png,68,111,108,112,89,132,70,151,108,151,10147,5408
004771.png,70,111,107,111,94,136,75,153,102,152,5670,3052
004772.png,70,111,107,111,86,132,72,152,105,153,520,305
004773.png,73,109,104,110,75,134,76,155,101,156,3125,1676
004774.png,66,111,110,113,86,142,69,149,110,151,9539,5102
004775.png,68,111,108,112,89,124,71,151,107,152,3147,1692
004776.png,69,109,107,113,87,138,77,152,103,152,4853,2579
004777.png,70,111,107,110,89,135,74,153,102,153,7493,4030
004778.png,70,111,107,111,78,134,74,153,103,152,2781,1490
004779.png,68,112,109,112,86,139,70,151,106,152,5140,2746
004780.png,70,112,107,110,92,134,72,153,103,152,4349,2327
004781.png,70,112,108,111,84,134,71,152,104,152,9587,5122
004782.png,69,112,108,111,91,137,71,151,105,152,3467,1866
004783.png,68,112,109,112,95,135,66,151,110,151,3862,2068
004784.png,68,112,109,111,90,137,69,151,108,151,697,405
004785.png,68,112,109,112,91,138,65,151,112,150,5697,3068
004786.png,72,111,106,110,80,138,75,153,101,155,3035,1632
004787.png,70,111,107,111,83,131,70,152,106,152,10118,5395
004788.png,70,110,106,111,99,132,75,152,103,154,3392,1818
004789.png,70,111,107,111,77,139,73,152,103,154,9990,5321
004790.png,69,113,109,110,83,134,70,150,105,153,8136,4382
004791.png,70,110,106,112,87,135,73,152,105,154,1667,916
004792.png,70,111,107,111,88,137,74,152,103,153,8857,4782
004793.png,70,110,106,111,77,137,76,152,102,154,8827,4762
004794.png,70,110,107,111,81,138,75,152,103,154,3114,1671
004795.png,68,111,109,112,80,136,67,150,111,152,5302,2838
004796.png,70,110,106,112,79,136,76,151,103,155,375,224
004797.png,70,111,107,111,92,136,72,152,105,153,7863,4230
004798.png,71,111,107,110,103,132,73,153,103,153,1887,1036
004799.png,70,110,106,111,89,133,73,153,104,154,3823,2048
004800.png,70,111,107,111,84,136,73,153,104,152,7233,3885
004801.png,70,109,106,112,83,135,76,152,104,155,1737,953
004802.png,69,111,108,112,89,129,73,151,105,152,9815,5235
004803.png,70,110,106,111,96,135,75,154,103,153,9288,5002
004804.png,69,111,108,112,87,133,70,151,108,153,3926,2103
004805.png,70,111,107,111,80,133,73,152,104,154,5850,3158
004806.png,72,110,105,110,90,125,78,154,99,155,6369,3431
004807.png,67,113,110,112,85,133,67,149,109,150,7345,3951
004808.png,67,109,108,114,93,124,75,148,107,154,8379,4517
004809.png,69,112,109,111,89,131,73,152,103,151,6203,3344
004810.png,67,111,109,113,88,138,67,151,111,150,7424,3997
004811.png,68,111,108,112,92,127,73,151,105,152,8796,4745
004812.png,68,111,108,112,89,130,75,151,103,152,8597,4639
004813.png,72,109,105,111,79,136,78,155,101,155,7728,4157
004814.png,69,111,108,111,83,139,70,151,107,153,1945,1060
004815.png,71,111,106,111,91,134,76,153,101,154,4637,2474
004816.png,69,112,108,111,90,134,75,153,101,151,105,68
004817.png,69,111,107,112,73,136,71,151,107,154,7870,4236
004818.png,71,108,104,112,72,141,73,154,108,155,8952,4838
004819.png,68,111,108,112,87,141,67,151,110,152,2902,1550
004820.png,67,112,110,112,88,140,68,150,109,150,9555,5111
004821.png,69,112,109,111,89,137,67,152,109,151,7665,4123
004822.png,70,110,106,112,107,132,70,154,108,152,3790,2032
004823.png,69,111,108,111,88,132,71,152,106,151,7744,4166
004824.png,69,111,108,111,88,137,70,152,107,152,9643,5151
004825.png,69,111,108,111,86,136,75,152,102,152,1575,871
004826.png,71,112,107,109,77,131,74,155,100,152,1812,991
004827.png,70,110,107,111,94,132,74,154,104,152,3780,2026
004828.png,70,111,107,111,86,132,73,153,104,152,3775,2024
004829.png,70,110,106,111,94,136,73,153,104,153,5320,2848
